rang,domaine,tier,categorie,acquisition,cout_an1,score,statut_21_08_2026,notes
717,export-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
718,tutorat-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
719,relance-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
720,mprenov-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
721,leasing-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
722,camping-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
723,achats-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
724,phoning-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
725,hotline-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
726,gardes-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
727,bail-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
728,kine-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
729,partage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
730,glacier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
731,placo-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
732,ehpad-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
733,maconnerie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
734,caviste-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
735,garant-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
736,syndics-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
737,interim-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,16.0,disponible (RDAP registre),
738,solaire-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
739,courtier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
740,mutuelles-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
741,audit-legal-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
742,sinistre-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
743,cyberaudit-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
744,sinistres-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
745,energie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
746,mutuelle-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.5,disponible (RDAP registre),
747,douane-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,15.1,disponible (RDAP registre),
748,radiologie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,12.2,disponible (RDAP registre),
749,notairesia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
750,fondations-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
751,traiteur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
752,pressing-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
753,plaidoirie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
754,testament-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
755,promoteurs-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
756,quittances-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
757,interphone-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
758,geometre-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
759,ravalement-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
760,succession-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
761,carreleur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
762,hotellerie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
763,toilettage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
764,telesoin-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
765,prevoyance-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
766,greffiers-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
767,pergolas-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
768,bailleur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
769,astreinte-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
770,donation-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
771,vacataires-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
772,procedures-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
773,storiste-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
774,geothermie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
775,alternance-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
776,proprete-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
777,arbitrage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
778,fiscalite-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
779,pedicure-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
780,promotion-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
781,zingueur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
782,serrurier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
783,cordonnier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
784,officine-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
785,pressings-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
786,patrimoine-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
787,reporting-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
788,promoteur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
789,gros-oeuvre-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
790,verandas-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
791,heritage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
792,couvreur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
793,planning-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
794,urbanisme-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
795,onboarding-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
796,etancheite-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
797,requetes-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
798,usufruit-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
799,emailing-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
800,piscines-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
801,cee-primes-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
802,mandataire-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
803,infirmier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
804,plomberie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
805,jardinerie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
806,avis-google-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
807,permanence-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
808,indivision-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
809,coiffure-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
810,crm-agence-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
811,fleuriste-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
812,domicile-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,11.8,disponible (RDAP registre),
813,elagage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
814,avoue-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
815,toiture-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
816,optique-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
817,alarme-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
818,regies-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
819,solier-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
820,loyers-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
821,viager-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
822,saunas-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
823,caution-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,10.9,disponible (RDAP registre),
824,paysagistes-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
825,affacturage-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
826,bornes-recharge-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
827,facturation-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
828,rachat-credit-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
829,tiers-payant-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
830,facturation-medicale-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,9.2,disponible (RDAP registre),
831,secretariat-medical-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.8,disponible (RDAP registre),
832,teleconsultation-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.8,disponible (RDAP registre),
833,agenda-medical-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.8,disponible (RDAP registre),
834,jurisprudence-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
835,avocats-fiscalistes-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
836,foncieres-cotees-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
837,contentieux-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
838,huissiers-audienciers-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
839,juristes-entreprise-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.4,disponible (RDAP registre),
840,audit-energetique-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,8.0,disponible (RDAP registre),
841,assurance-emprunteur-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,7.1,disponible (RDAP registre),
842,cyberassurance-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,7.1,disponible (RDAP registre),
843,indemnisation-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,7.1,disponible (RDAP registre),
844,menuiserie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
845,audiences-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
846,pentest-pme-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
847,animalerie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
848,epicerie-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
849,podologue-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
850,mediation-ia.fr,T6,Verticales françaises en .fr,Enregistrement direct (vérifié disponible 21/08/2026),8 €,6.7,disponible (RDAP registre),
851,gpukit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,36.3,disponible (RDAP registre),
852,embedbase.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
853,evalsdock.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
854,gpuboard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
855,evalsuite.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
856,evalworks.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
857,evalslab.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
858,embedyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
859,evalsbase.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
860,inferyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
861,inferbase.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
862,agentmint.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,29.7,disponible (RDAP registre),
863,tpuops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,26.4,disponible (RDAP registre),
864,tpulab.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,26.4,disponible (RDAP registre),
865,cudagrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,25.9,disponible (RDAP registre),
866,tpugrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,25.9,disponible (RDAP registre),
867,quotagrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,25.9,disponible (RDAP registre),
868,mergegrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,25.9,disponible (RDAP registre),
869,audityard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,24.8,disponible (RDAP registre),
870,auditdock.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,24.8,disponible (RDAP registre),
871,evalsboard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,24.2,disponible (RDAP registre),
872,infersuite.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,24.2,disponible (RDAP registre),
873,replicagrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,20.4,disponible (RDAP registre),
874,rotategrid.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,20.4,disponible (RDAP registre),
875,spanyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
876,stubkit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
877,cudastack.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
878,seatyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
879,prunemint.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
880,metermint.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
881,lintlab.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
882,cronforge.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
883,flakeops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
884,spanbase.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
885,budgethub.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
886,batchops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
887,certmint.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
888,usagekit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
889,seatdesk.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
890,flakeyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
891,kernelkit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
892,quorumops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
893,usagedock.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
894,rerankops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
895,retrylab.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
896,queuedesk.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
897,shardhub.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
898,probeops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
899,cronsuite.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
900,lintsuite.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
901,spankit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
902,meterdock.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
903,vramboard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
904,patchyard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
905,seatlabs.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
906,vramlab.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
907,quotayard.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
908,prunekit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
909,meterkit.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
910,cudaops.io,T7,Infra & dev-tools en .io,Enregistrement direct (vérifié disponible 21/08/2026),40 $,19.8,disponible (RDAP registre),
911,hirechargers.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,58.0,disponible (RDAP registre),
912,stakelocums.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,57.0,disponible (RDAP registre),
